time_stamp,open_price,close_price,high_price,low_price,volume
2024-03-31 19:00,23,23,23,23,0
2024-03-31 18:50,23,23,23,23,0
2024-03-31 18:40,23,23,23,23,0
2024-03-31 18:30,23,23,23,23,0
2024-03-31 18:20,23,23,23,23,0
2024-03-31 18:10,23,23,23,23,0
2024-03-31 18:00,23,23,23,23,0
2024-03-31 17:50,23,23,23,23,0
2024-03-31 17:40,23,23,23,23,0
2024-03-31 17:30,23,23,23,23,0
2024-03-31 17:20,23,23,23,23,0
2024-03-31 17:10,23,23,23,23,0
2024-03-31 17:00,23,23,23,23,0
2024-03-31 16:50,23,23,23,23,1030
2024-03-31 16:40,23,23,23,23,1030
2024-03-31 16:30,23,23,23,23,0
2024-03-31 16:20,23,23,23,23,0
2024-03-31 16:10,23,23,23,23,0
2024-03-31 16:00,23,23,23,23,0
2024-03-31 15:50,23,23,23,23,0
2024-03-31 15:40,23,23,23,23,12055
2024-03-31 15:30,23,23,23,23,2173
2024-03-31 15:20,23,23,23,23,0
2024-03-31 15:10,23,23,23,23,0
2024-03-31 15:00,23,23,23,23,0
2024-03-31 14:50,23,23,23,23,0
2024-03-31 14:40,23,23,23,23,0
2024-03-31 14:30,23,23,23,23,0
2024-03-31 14:20,23,23,23,23,0
2024-03-31 14:10,23,23,23,23,0
2024-03-31 14:00,23,23,23,23,0
2024-03-31 13:50,23,23,23,23,0
2024-03-31 13:40,23,23,23,23,0
2024-03-31 13:30,23,23,23,23,0
2024-03-31 13:20,23,23,23,23,0
2024-03-31 13:10,23,23,23,23,0
2024-03-31 13:00,23,23,23,23,0
2024-03-31 12:50,23,23,23,23,0
2024-03-31 12:40,23,23,23,23,0
2024-03-31 12:30,23,23,23,23,1030
2024-03-31 12:20,23,23,23,23,11330
2024-03-31 12:10,23,23,23,23,2060
2024-03-31 12:00,23,23,23,23,0
2024-03-31 11:50,23,23,23,23,0
2024-03-31 11:40,23,23,23,23,0
2024-03-31 11:30,23,23,23,23,0
2024-03-31 11:20,23,23,23,23,0
2024-03-31 11:10,23,23,23,23,21739
2024-03-31 11:00,23,23,23,23,0
2024-03-31 10:50,23,23,23,23,0
2024-03-31 10:40,23,23,23,23,0
2024-03-31 10:30,23,23,23,23,0
2024-03-31 10:20,23,23,23,23,0
2024-03-31 10:10,23,23,23,23,0
2024-03-31 10:00,23,23,23,23,0
2024-03-31 09:50,23,23,23,23,0
2024-03-31 09:40,23,23,23,23,0
2024-03-31 09:30,23,23,23,23,0
2024-03-31 09:20,23,23,23,23,4347
2024-03-31 09:10,23,23,23,23,9128
2024-03-31 09:00,23,23,23,23,434
2024-03-31 08:50,23,23,23,23,0
2024-03-31 08:40,23,23,23,23,0
2024-03-31 08:30,23,23,23,23,4435
2024-03-31 08:20,23,23,23,23,0
2024-03-31 08:10,23,23,23,23,0
2024-03-31 08:00,23,23,23,23,0
2024-03-31 07:50,23,23,23,23,6217
2024-03-31 07:40,23,23,23,23,0
2024-03-31 07:30,23,23,23,23,0
2024-03-31 07:20,23,23,23,23,0
2024-03-31 07:10,23,23,23,23,0
2024-03-31 07:00,23,23,23,23,0
2024-03-31 06:50,23,23,23,23,0
2024-03-31 06:40,23,23,23,23,0
2024-03-31 06:30,23,23,23,23,0
2024-03-31 06:20,23,23,23,23,0
2024-03-31 06:10,23,23,23,23,0
2024-03-31 06:00,23,23,23,23,0
2024-03-31 05:50,23,23,23,23,0
2024-03-31 05:40,23,23,23,23,0
2024-03-31 05:30,23,23,23,23,0
2024-03-31 05:20,23,23,23,23,0
2024-03-31 05:10,23,23,23,23,0
2024-03-31 05:00,23,23,23,23,0
2024-03-31 04:50,23,23,23,23,0
2024-03-31 04:40,23,23,23,23,0
2024-03-31 04:30,23,23,23,23,0
2024-03-31 04:20,23,23,23,23,0
2024-03-31 04:10,23,23,23,23,0
2024-03-31 04:00,23,23,23,23,0
2024-03-31 03:50,23,23,23,23,0
2024-03-31 03:40,23,23,23,23,0
2024-03-31 03:30,23,23,23,23,0
2024-03-31 03:20,23,23,23,23,0
2024-03-31 03:10,23,23,23,23,0
2024-03-31 03:00,23,23,23,23,0
2024-03-31 02:50,23,23,23,23,0
2024-03-31 02:40,23,23,23,23,0
2024-03-31 02:30,23,23,23,23,0
2024-03-31 02:20,23,23,23,23,0
2024-03-31 02:10,23,23,23,23,0
2024-03-31 02:00,23,23,23,23,0
2024-03-31 01:50,23,23,23,23,0
2024-03-31 01:40,23,23,23,23,0
2024-03-31 01:30,23,23,23,23,4783
2024-03-31 01:20,23,23,23,23,0
2024-03-31 01:10,23,23,23,23,0
2024-03-31 01:00,23,23,23,23,0
2024-03-31 00:50,23,23,23,23,0
2024-03-31 00:40,23,23,23,23,0
2024-03-31 00:30,23,23,23,23,0
2024-03-31 00:20,23,23,23,23,0
2024-03-31 00:10,23,23,23,23,0
2024-03-31 00:00,23,23,23,23,0
2024-03-30 23:50,23,23,23,23,0
2024-03-30 23:40,23,23,23,23,0
2024-03-30 23:30,23,23,23,23,0
2024-03-30 23:20,23,23,23,23,0
2024-03-30 23:10,23,23,23,23,0
2024-03-30 23:00,23,23,23,23,0
2024-03-30 22:50,23,23,23,23,0
2024-03-30 22:40,22,23,23,22,1739
2024-03-30 22:30,22,22,22,22,0
2024-03-30 22:20,22,22,22,22,0
2024-03-30 22:10,22,22,22,22,0
2024-03-30 22:00,22,22,22,22,0
2024-03-30 21:50,22,22,22,22,0
2024-03-30 21:40,22,22,22,22,0
2024-03-30 21:30,22,22,22,22,0
2024-03-30 21:20,23,22,23,22,21052
2024-03-30 21:10,23,23,23,23,65985
2024-03-30 21:00,23,23,23,23,49047
2024-03-30 20:50,23,23,23,23,0
2024-03-30 20:40,23,23,23,23,0
2024-03-30 20:30,23,23,23,23,0
2024-03-30 20:20,23,23,23,23,0
2024-03-30 20:10,23,23,23,23,0
2024-03-30 20:00,23,23,23,23,0
2024-03-30 19:50,23,23,23,23,0
2024-03-30 19:40,23,23,23,23,0
2024-03-30 19:30,23,23,23,23,0
2024-03-30 19:20,23,23,23,23,0
2024-03-30 19:10,23,23,23,23,0
2024-03-30 19:00,23,23,23,23,0
2024-03-30 18:50,23,23,23,23,0
2024-03-30 18:40,23,23,23,23,0
2024-03-30 18:30,23,23,23,23,0
2024-03-30 18:20,23,23,23,23,0
2024-03-30 18:10,23,23,23,23,0
2024-03-30 18:00,23,23,23,23,0
2024-03-30 17:50,23,23,23,23,0
2024-03-30 17:40,23,23,23,22,10731
2024-03-30 17:30,23,23,23,23,0
2024-03-30 17:20,22,23,23,22,1805
2024-03-30 17:10,22,22,22,22,0
2024-03-30 17:00,22,22,22,22,24
2024-03-30 16:50,22,22,22,22,0
2024-03-30 16:40,22,22,22,22,0
2024-03-30 16:30,22,22,22,22,0
2024-03-30 16:20,22,22,22,22,0
2024-03-30 16:10,22,22,22,22,0
2024-03-30 16:00,22,22,22,22,0
2024-03-30 15:50,22,22,22,22,0
2024-03-30 15:40,22,22,22,22,0
2024-03-30 15:30,22,22,22,22,38741
2024-03-30 15:20,22,22,22,22,0
2024-03-30 15:10,23,22,23,22,16714
2024-03-30 15:00,23,22,23,22,23043
2024-03-30 14:50,23,23,23,23,2061
2024-03-30 14:40,23,23,23,23,0
2024-03-30 14:30,23,23,23,23,0
2024-03-30 14:20,23,23,23,23,0
2024-03-30 14:10,23,23,23,23,0
2024-03-30 14:00,23,23,23,23,0
2024-03-30 13:50,23,23,23,23,26086
2024-03-30 13:40,23,23,23,23,0
2024-03-30 13:30,23,23,23,23,0
2024-03-30 13:20,23,23,23,23,0
2024-03-30 13:10,23,23,23,23,0
2024-03-30 13:00,23,23,23,23,0
2024-03-30 12:50,23,23,23,23,0
2024-03-30 12:40,23,23,23,23,0
2024-03-30 12:30,23,23,23,23,0
2024-03-30 12:20,23,23,23,23,0
2024-03-30 12:10,23,23,23,23,1030
2024-03-30 12:00,23,23,23,23,2060
2024-03-30 11:50,23,23,23,23,0
2024-03-30 11:40,23,23,23,23,0
2024-03-30 11:30,23,23,23,23,0
2024-03-30 11:20,23,23,23,23,4348
2024-03-30 11:10,23,23,23,23,0
2024-03-30 11:00,23,23,23,23,0
2024-03-30 10:50,23,23,23,23,0
2024-03-30 10:40,23,23,23,23,0
2024-03-30 10:30,23,23,23,23,1030
2024-03-30 10:20,23,23,23,23,2060
2024-03-30 10:10,23,23,23,23,3174
2024-03-30 10:00,23,23,23,23,0
2024-03-30 09:50,23,23,23,23,0
2024-03-30 09:40,23,23,23,23,0
2024-03-30 09:30,23,23,23,23,0
2024-03-30 09:20,23,23,23,23,1030
2024-03-30 09:10,23,23,23,23,1030
2024-03-30 09:00,23,23,23,23,2060
2024-03-30 08:50,23,23,23,23,1031
2024-03-30 08:40,23,23,23,23,1030
2024-03-30 08:30,23,23,23,23,0
2024-03-30 08:20,23,23,23,23,0
2024-03-30 08:10,23,23,23,23,0
2024-03-30 08:00,23,23,23,23,0
2024-03-30 07:50,23,23,23,23,0
2024-03-30 07:40,23,23,23,23,0
2024-03-30 07:30,23,23,23,23,0
2024-03-30 07:20,23,23,23,23,0
2024-03-30 07:10,23,23,23,23,0
2024-03-30 07:00,23,23,23,23,0
2024-03-30 06:50,23,23,23,23,0
2024-03-30 06:40,23,23,23,23,0
2024-03-30 06:30,23,23,23,23,0
2024-03-30 06:20,23,23,23,23,0
2024-03-30 06:10,23,23,23,23,0
2024-03-30 06:00,23,23,23,23,0
2024-03-30 05:50,23,23,23,23,0
2024-03-30 05:40,23,23,23,23,0
2024-03-30 05:30,23,23,23,23,0
2024-03-30 05:20,23,23,23,23,0
2024-03-30 05:10,23,23,23,23,0
2024-03-30 05:00,23,23,23,23,0
2024-03-30 04:50,23,23,23,23,0
2024-03-30 04:40,23,23,23,23,0
2024-03-30 04:30,23,23,23,23,0
2024-03-30 04:20,23,23,23,23,0
2024-03-30 04:10,23,23,23,23,0
2024-03-30 04:00,23,23,23,23,0
2024-03-30 03:50,23,23,23,23,0
2024-03-30 03:40,23,23,23,23,0
2024-03-30 03:30,23,23,23,23,0
2024-03-30 03:20,23,23,23,23,0
2024-03-30 03:10,23,23,23,23,0
2024-03-30 03:00,23,23,23,23,0
2024-03-30 02:50,23,23,23,23,0
2024-03-30 02:40,23,23,23,23,0
2024-03-30 02:30,23,23,23,23,0
2024-03-30 02:20,23,23,23,23,0
2024-03-30 02:10,23,23,23,23,0
2024-03-30 02:00,23,23,23,23,0
2024-03-30 01:50,23,23,23,23,0
2024-03-30 01:40,23,23,23,23,0
2024-03-30 01:30,23,23,23,23,0
2024-03-30 01:20,23,23,23,23,0
2024-03-30 01:10,23,23,23,23,958
2024-03-30 01:00,23,23,23,23,8260
2024-03-30 00:50,23,23,23,23,978
2024-03-30 00:40,23,23,23,23,0
2024-03-30 00:30,23,23,23,23,0
2024-03-30 00:20,23,23,23,23,0
2024-03-30 00:10,23,23,23,23,0
2024-03-30 00:00,23,23,23,23,0
2024-03-29 23:50,23,23,23,23,0
2024-03-29 23:40,23,23,23,23,0
2024-03-29 23:30,22,23,23,22,8326
2024-03-29 23:20,23,22,23,22,402
2024-03-29 23:10,23,23,23,23,0
2024-03-29 23:00,23,23,23,23,0
2024-03-29 22:50,23,23,23,23,455815
2024-03-29 22:40,23,23,23,23,0
2024-03-29 22:30,23,23,23,23,0
2024-03-29 22:20,23,23,23,23,1030
2024-03-29 22:10,23,23,23,23,1030
2024-03-29 22:00,23,23,23,23,2060
2024-03-29 21:50,23,23,23,23,1030
2024-03-29 21:40,23,23,23,22,6367
2024-03-29 21:30,23,23,23,23,8695
2024-03-29 21:20,23,23,23,23,0
2024-03-29 21:10,23,23,23,23,0
2024-03-29 21:00,23,23,23,23,0
2024-03-29 20:50,23,23,23,23,0
2024-03-29 20:40,23,23,23,23,0
2024-03-29 20:30,23,23,23,23,5391
2024-03-29 20:20,23,23,23,23,0
2024-03-29 20:10,23,23,23,23,0
2024-03-29 20:00,23,23,23,23,21739
2024-03-29 19:50,23,23,23,23,0
2024-03-29 19:40,23,23,23,23,0
2024-03-29 19:30,23,23,23,23,0
2024-03-29 19:20,23,23,23,23,0
2024-03-29 19:10,23,23,23,23,0
2024-03-29 19:00,23,23,23,23,0
2024-03-29 18:50,23,23,23,23,0
2024-03-29 18:40,23,23,23,23,0
2024-03-29 18:30,23,23,23,23,0
2024-03-29 18:20,23,23,23,23,0
2024-03-29 18:10,23,23,23,23,1002
2024-03-29 18:00,23,23,23,23,8695
2024-03-29 17:50,23,23,23,23,0
2024-03-29 17:40,23,23,23,23,0
2024-03-29 17:30,23,23,23,23,0
2024-03-29 17:20,23,23,23,23,0
2024-03-29 17:10,23,23,23,23,0
2024-03-29 17:00,23,23,23,23,1912
2024-03-29 16:50,22,23,23,22,8652
2024-03-29 16:40,22,22,23,22,1452
2024-03-29 16:30,22,22,22,22,0
2024-03-29 16:20,22,22,22,22,0
2024-03-29 16:10,22,22,22,22,0
2024-03-29 16:00,22,22,22,22,0
2024-03-29 15:50,22,22,22,22,0
2024-03-29 15:40,22,22,22,22,0
2024-03-29 15:30,22,22,22,22,0
2024-03-29 15:20,23,22,23,22,81506
2024-03-29 15:10,23,23,23,23,0
2024-03-29 15:00,23,23,23,23,21537
2024-03-29 14:50,23,23,23,23,0
2024-03-29 14:40,23,23,23,23,0
2024-03-29 14:30,23,23,23,23,8652
2024-03-29 14:20,23,23,23,23,0
2024-03-29 14:10,23,23,23,23,0
2024-03-29 14:00,23,23,23,23,0
2024-03-29 13:50,23,23,23,23,0
2024-03-29 13:40,23,23,23,23,0
2024-03-29 13:30,23,23,23,23,0
2024-03-29 13:20,23,23,23,23,0
2024-03-29 13:10,23,23,23,23,0
2024-03-29 13:00,23,23,23,23,0
2024-03-29 12:50,23,23,23,23,0
2024-03-29 12:40,23,23,23,23,0
2024-03-29 12:30,23,23,23,23,0
2024-03-29 12:20,23,23,23,23,0
2024-03-29 12:10,24,23,24,23,25624
2024-03-29 12:00,24,24,24,24,1033
2024-03-29 11:50,24,24,24,24,4132
2024-03-29 11:40,24,24,24,24,9277
2024-03-29 11:30,24,24,24,24,1029
2024-03-29 11:20,24,24,24,24,0
2024-03-29 11:10,24,24,24,24,9299
2024-03-29 11:00,23,24,24,23,208430
2024-03-29 10:50,23,23,23,23,60234
2024-03-29 10:40,23,23,23,23,1030
2024-03-29 10:30,23,23,23,23,43
2024-03-29 10:20,23,23,23,23,950
2024-03-29 10:10,23,23,23,23,0
2024-03-29 10:00,23,23,23,23,12567
2024-03-29 09:50,23,23,23,23,11347
2024-03-29 09:40,23,23,23,23,0
2024-03-29 09:30,23,23,23,23,0
2024-03-29 09:20,23,23,23,23,0
2024-03-29 09:10,23,23,23,23,0
2024-03-29 09:00,23,23,23,23,21740
2024-03-29 08:50,23,23,23,23,0
2024-03-29 08:40,22,23,23,22,11347
2024-03-29 08:30,22,22,22,22,10
2024-03-29 08:20,22,22,22,22,0
2024-03-29 08:10,22,22,22,22,0
2024-03-29 08:00,22,22,22,22,0
2024-03-29 07:50,22,22,22,22,0
2024-03-29 07:40,22,22,22,22,0
2024-03-29 07:30,22,22,22,22,0
2024-03-29 07:20,22,22,22,22,0
2024-03-29 07:10,22,22,22,22,0
2024-03-29 07:00,22,22,22,22,0
2024-03-29 06:50,22,22,22,22,0
2024-03-29 06:40,22,22,22,22,0
2024-03-29 06:30,22,22,22,22,0
2024-03-29 06:20,22,22,22,22,0
2024-03-29 06:10,22,22,22,22,0
2024-03-29 06:00,22,22,22,22,0
2024-03-29 05:50,22,22,22,22,0
2024-03-29 05:40,22,22,22,22,0
2024-03-29 05:30,22,22,22,22,0
2024-03-29 05:20,22,22,22,22,0
2024-03-29 05:10,22,22,22,22,0
2024-03-29 05:00,22,22,22,22,0
2024-03-29 04:50,22,22,22,22,0
2024-03-29 04:40,22,22,22,22,0
2024-03-29 04:30,22,22,22,22,0
2024-03-29 04:20,22,22,22,22,0
2024-03-29 04:10,22,22,22,22,0
2024-03-29 04:00,22,22,22,22,0
2024-03-29 03:50,22,22,22,22,0
2024-03-29 03:40,22,22,22,22,0
2024-03-29 03:30,22,22,22,22,0
2024-03-29 03:20,22,22,22,22,0
2024-03-29 03:10,22,22,22,22,0
2024-03-29 03:00,22,22,22,22,0
2024-03-29 02:50,22,22,22,22,0
2024-03-29 02:40,22,22,22,22,0
2024-03-29 02:30,22,22,22,22,0
2024-03-29 02:20,22,22,22,22,0
2024-03-29 02:10,22,22,22,22,0
2024-03-29 02:00,22,22,22,22,0
2024-03-29 01:50,22,22,22,22,0
2024-03-29 01:40,22,22,22,22,0
2024-03-29 01:30,22,22,22,22,0
2024-03-29 01:20,22,22,22,22,0
2024-03-29 01:10,22,22,22,22,0
2024-03-29 01:00,22,22,22,22,0
2024-03-29 00:50,22,22,22,22,0
2024-03-29 00:40,22,22,22,22,0
2024-03-29 00:30,22,22,22,22,0
2024-03-29 00:20,22,22,22,22,0
2024-03-29 00:10,22,22,22,22,0
2024-03-29 00:00,22,22,22,22,0
2024-03-28 23:50,22,22,22,22,0
2024-03-28 23:40,22,22,22,22,0
2024-03-28 23:30,22,22,22,22,0
2024-03-28 23:20,22,22,22,22,0
2024-03-28 23:10,22,22,22,22,0
2024-03-28 23:00,22,22,22,22,0
2024-03-28 22:50,22,22,22,22,0
2024-03-28 22:40,22,22,22,22,0
2024-03-28 22:30,22,22,22,22,0
2024-03-28 22:20,22,22,22,22,0
2024-03-28 22:10,22,22,22,22,0
2024-03-28 22:00,22,22,22,22,0
2024-03-28 21:50,22,22,22,22,0
2024-03-28 21:40,22,22,22,22,0
2024-03-28 21:30,22,22,22,22,0
2024-03-28 21:20,22,22,22,22,0
2024-03-28 21:10,22,22,22,22,0
2024-03-28 21:00,22,22,22,22,0
2024-03-28 20:50,22,22,22,22,0
2024-03-28 20:40,22,22,22,22,0
2024-03-28 20:30,22,22,22,22,0
2024-03-28 20:20,22,22,22,22,0
2024-03-28 20:10,22,22,22,22,0
2024-03-28 20:00,22,22,22,22,0
2024-03-28 19:50,22,22,22,22,0
2024-03-28 19:40,22,22,22,22,0
2024-03-28 19:30,22,22,22,22,0
2024-03-28 19:20,22,22,22,22,0
2024-03-28 19:10,22,22,22,22,0
2024-03-28 19:00,22,22,22,22,0
2024-03-28 18:50,22,22,22,22,0
2024-03-28 18:40,22,22,22,22,0
2024-03-28 18:30,22,22,22,22,0
2024-03-28 18:20,22,22,22,22,0
2024-03-28 18:10,22,22,22,22,0
2024-03-28 18:00,22,22,22,22,0
2024-03-28 17:50,22,22,22,22,0
2024-03-28 17:40,22,22,22,22,0
2024-03-28 17:30,22,22,22,22,0
2024-03-28 17:20,22,22,22,22,0
2024-03-28 17:10,22,22,22,22,0
2024-03-28 17:00,22,22,22,22,0
2024-03-28 16:50,22,22,22,22,0
2024-03-28 16:40,22,22,22,22,0
2024-03-28 16:30,22,22,22,22,0
2024-03-28 16:20,22,22,22,22,0
2024-03-28 16:10,22,22,22,22,0
2024-03-28 16:00,22,22,22,22,0
2024-03-28 15:50,22,22,22,22,0
2024-03-28 15:40,22,22,22,22,0
2024-03-28 15:30,22,22,22,22,0
2024-03-28 15:20,22,22,22,22,0
2024-03-28 15:10,22,22,22,22,0
2024-03-28 15:00,22,22,22,22,0
2024-03-28 14:50,22,22,22,22,0
2024-03-28 14:40,22,22,22,22,0
2024-03-28 14:30,22,22,22,22,0
2024-03-28 14:20,22,22,22,22,0
2024-03-28 14:10,22,22,22,22,0
2024-03-28 14:00,22,22,22,22,0
2024-03-28 13:50,22,22,22,22,0
2024-03-28 13:40,22,22,22,22,0
2024-03-28 13:30,22,22,22,22,0
2024-03-28 13:20,22,22,22,22,0
2024-03-28 13:10,22,22,22,22,0
2024-03-28 13:00,22,22,22,22,0
2024-03-28 12:50,22,22,22,22,0
2024-03-28 12:40,22,22,22,22,0
2024-03-28 12:30,22,22,22,22,0
2024-03-28 12:20,22,22,22,22,0
2024-03-28 12:10,22,22,22,22,0
2024-03-28 12:00,22,22,22,22,0
2024-03-28 11:50,22,22,22,22,0
2024-03-28 11:40,22,22,22,22,0
2024-03-28 11:30,22,22,22,22,0
2024-03-28 11:20,22,22,22,22,0
2024-03-28 11:10,22,22,22,22,0
2024-03-28 11:00,22,22,22,22,0
2024-03-28 10:50,22,22,22,22,0
2024-03-28 10:40,22,22,22,22,0
2024-03-28 10:30,22,22,22,22,0
2024-03-28 10:20,22,22,22,22,0
2024-03-28 10:10,22,22,22,22,0
2024-03-28 10:00,22,22,22,22,0
2024-03-28 09:50,22,22,22,22,0
2024-03-28 09:40,22,22,22,22,0
2024-03-28 09:30,22,22,22,22,0
2024-03-28 09:20,22,22,22,22,0
2024-03-28 09:10,22,22,22,22,0
2024-03-28 09:00,22,22,22,22,0
2024-03-28 08:50,22,22,22,22,0
2024-03-28 08:40,22,22,22,22,0
2024-03-28 08:30,22,22,22,22,0
2024-03-28 08:20,22,22,22,22,0
2024-03-28 08:10,22,22,22,22,0
2024-03-28 08:00,22,22,22,22,0
2024-03-28 07:50,22,22,22,22,0
2024-03-28 07:40,22,22,22,22,0
2024-03-28 07:30,22,22,22,22,0
